Año,CO2 (kt),CO2 per cápita (toneladas métricas),Clave_Hash
1968,9061.16,0.659262551,900
1969,11276.03,0.797205643,900
1970,15075.04,1.036082667,900
1971,18668.7,1.247898294,900
1972,28349.58,1.843623714,900
1973,38312.82,2.424182387,900
1974,31906.57,1.963829943,900
1975,32031.25,1.916994263,900
1976,39170.89,2.278671101,900
1977,41891.81,2.368082096,900
1978,62529.68,3.43337072,900
1979,45621.15,2.43173222,900
1980,66519.38,3.439876556,900
1981,46438.89,2.328502978,900
1982,39269.9,1.908557235,900
1983,52625.12,2.479009,900
1984,71103.13,3.247629232,900
1985,72786.28,3.22549764,900
1986,76277.27,3.281974148,900
1987,84120.98,3.517073769,900
1988,83948.63,3.413726487,900
1989,80046.94,3.169213147,900
1990,78924.84,3.045837153,900
1991,81220.38,3.05865541,900
1992,81935.45,3.014447082,900
1993,82294.81,2.961739082,900
1994,86500.86,3.049884255,900
1995,95345.67,3.298667223,900
1996,97131.5,3.302462522,900
1997,88195.02,2.950878349,900
1998,107080.07,3.529699396,900
1999,92118.71,2.994118743,900
2000,87930.99,2.819778007,900
2001,84293.33,2.668327798,900
2002,90853.59,2.840027912,900
2003,92533.08,2.856410052,900
2004,89493.14,2.727017138,900
2005,107127.74,3.220154559,900
2006,100919.51,2.990267154,900
2007,109294.94,3.189978037,900
2008,111575.81,3.205182841,900
2009,121374.03,3.428471639,900
2010,119276.51,3.309911831,900
2011,121755.4,3.316037892,900
1960,1763.83,0.388033962,913
1961,1646.48,0.352048961,913
1962,1565.81,0.325336409,913
1963,1796.83,0.362722269,913
1964,2145.2,0.420670187,913
1965,2277.21,0.4337438,913
1966,2420.22,0.447716962,913
1967,2592.57,0.465781971,913
1968,3116.95,0.543884145,913
1969,3593.66,0.609111227,913
1970,4283.06,0.705317726,913
1971,4224.38,0.676027884,913
1972,4594.75,0.714723972,913
1973,5262.15,0.795857812,913
1974,6090.89,0.895955182,913
1975,7363.34,1.053803042,913
1976,8111.4,1.129816577,913
1977,7484.35,1.01493199,913
1978,10425.28,1.376828541,913
1979,12167.11,1.565373826,913
1980,13443.22,1.685364252,913
1981,16692.18,2.039812816,913
1982,19288.42,2.298173404,913
1983,19556.11,2.272324509,913
1984,21257.6,2.409135417,913
1985,19431.43,2.148074553,913
1986,15276.72,1.647458051,913
1987,15115.37,1.59040026,913
1988,17271.57,1.773411291,913
1989,20267.51,2.031345804,913
1990,16835.2,1.647588271,913
1991,16486.83,1.576030103,913
1992,22302.69,2.083259992,913
1993,24187.53,2.208664986,913
1994,13637.57,1.218023689,913
1995,22812.41,1.993991124,913
1996,23890.51,2.044810707,913
1997,18276.33,1.532607278,913
1998,22229.35,1.82748771,913
1999,21272.27,1.715686519,913
2000,20942.24,1.658318708,913
2001,23446.8,1.824262709,913
2002,24689.91,1.88875499,913
2003,26523.41,1.995802056,913
2004,28657.61,2.121270026,913
2005,29908.05,2.177469736,913
2006,28859.29,2.066175813,913
2007,31308.85,2.203997908,913
2008,29827.38,2.064521305,913
2009,34601.81,2.355257087,913
2010,34249.78,2.293303404,913
2011,35727.58,2.354017387,913
1960,16054.13,0.593007187,941
1961,17088.22,0.614463121,941
1962,18595.36,0.651081042,941
1963,21554.63,0.735083038,941
1964,25522.32,0.848084351,941
1965,27641.85,0.895340981,941
1966,26563.75,0.839007617,941
1967,19677.12,0.606260151,941
1968,22904.08,0.688797443,941
1969,19695.46,0.578628942,941
1970,21686.64,0.623025305,941
1971,23047.1,0.648098721,941
1972,25511.32,0.702749457,941
1973,23795.16,0.642299969,941
1974,26123.71,0.690818689,941
1975,31099.83,0.805185814,941
1976,34495.47,0.873776732,941
1977,37865.44,0.937781796,941
1978,39313.91,0.951339179,941
1979,42947.9,1.014795327,941
1980,45239.78,1.043123042,941
1981,50978.63,1.146465345,941
1982,56523.14,1.239259047,941
1983,57091.52,1.219716142,941
1984,63838.8,1.328271941,941
1985,63937.81,1.294974343,941
1986,74564.78,1.469309199,941
1987,74810.47,1.433869292,941
1988,74531.78,1.39005973,941
1989,72181.23,1.311529011,941
1990,75943.57,1.346582307,941
1991,78715.82,1.364466228,941
1992,81264.39,1.379185401,941
1993,93156.47,1.54980851,941
1994,85312.76,1.392341946,941
1995,95723.37,1.533179998,941
1996,102030.61,1.604365105,941
1997,108202.17,1.670958138,941
1998,122243.11,1.854342271,941
1999,125393.07,1.868390547,941
2000,141326.18,2.068140433,941
2001,125451.74,1.80246891,941
2002,127193.56,1.793764997,941
2003,147963.45,2.048004318,941
2004,150911.72,2.050540499,941
2005,167207.87,2.231160223,941
2006,178615.9,2.341757815,941
2007,193342.58,2.491357004,941
2008,196796.89,2.491853031,941
2009,198069.34,2.462249164,941
2010,204677.27,2.494817067,941
2011,220790.07,2.635115225,941
1994,223.687,0.071059773,910
1995,293.36,0.092715295,910
1996,341.031,0.106485734,910
1997,528.048,0.161947512,910
1998,590.387,0.176909452,910
1999,619.723,0.180695382,910
2000,608.722,0.172190987,910
2001,630.724,0.172564423,910
2002,605.055,0.159706979,910
2003,726.066,0.184824489,910
2004,770.07,0.189441072,910
2005,766.403,0.182856855,910
2006,561.051,0.130342391,910
2007,579.386,0.131490396,910
2008,414.371,0.092069391,910
2009,513.38,0.111761081,910
2010,513.38,0.109470529,910
2011,520.714,0.108718365,910
1960,48928.78,1.606592711,941
1961,53677.55,1.74622172,941
1962,60054.46,1.935781533,941
1963,58822.35,1.879509312,941
1964,64410.86,2.037725257,941
1965,71117.8,2.225610193,941
1966,77729.4,2.407735709,941
1967,86519.2,2.647227559,941
1968,97157.17,2.93409754,941
1969,96882.14,2.897101868,941
1970,116929.63,3.457969859,941
1971,128682.36,3.763558021,941
1972,145026.18,4.203327913,941
1973,155367.12,4.462383496,941
1974,173152.07,4.925482397,941
1975,181644.85,5.11233151,941
1976,198443.37,5.521604916,941
1977,195663.79,5.379805252,941
1978,200493.23,5.437472164,941
1979,203745.85,5.476873749,941
1980,215003.54,5.742764043,941
1981,207288.18,5.492451569,941
1982,209906.41,5.532179658,941
1983,204867.96,5.373948129,941
1984,198953.09,5.197505001,941
1985,201233.96,5.237900974,941
1986,190467.65,4.942639092,941
1987,190878.35,4.941089809,941
1988,199033.76,5.140885817,941
1989,226671.94,5.843344438,941
1990,218597.2,5.626634657,941
1991,225634.18,5.794547705,941
1992,233921.6,5.987588918,941
1993,219253.6,5.594716862,941
1994,233404.55,5.939807762,941
1995,241611.3,6.134287753,941
1996,233305.54,5.909733061,941
1997,252073.25,6.368314307,941
1998,261541.44,6.584444749,941
1999,282355.33,7.071918993,941
2000,294434.43,7.312740021,941
2001,297830.07,7.307637297,941
2002,314518.59,7.591280782,941
2003,321097.19,7.611166445,941
2004,339428.52,7.908050681,941
2005,353462.13,8.097058048,941
2006,350037.15,7.88419571,941
2007,358236.56,7.920890716,941
2008,329281.93,7.16545181,941
2009,288237.2,6.216973378,941
2010,270881.29,5.815786526,941
2011,270675.94,5.790764234,941
1992,22995.76,14.999603416,957
1993,18782.37,12.570793132,957
1994,18327.67,12.531617475,957
1995,16827.86,11.713396035,957
1996,18811.71,13.288916172,957
1997,18353.34,13.113880682,957
1998,16508.83,11.909795146,957
1999,15287.72,11.073085281,957
2000,15181.38,10.867246248,957
2001,15595.75,11.235200974,957
2002,14935.69,10.828064668,957
2003,17051.55,12.43984913,957
2004,17216.57,12.635547319,957
2005,16780.19,12.385962245,957
2006,16189.81,12.020852979,957
2007,18844.71,14.056085718,957
2008,17491.59,13.081834431,957
2009,14745.01,11.048963106,957
2010,18338.67,13.773196643,957
2011,18650.36,14.049882518,957
1960,352.032,0.015892219,912
1961,341.031,0.015042523,912
1962,396.036,0.017054836,912
1963,421.705,0.017719905,912
1964,407.037,0.016683919,912
1965,645.392,0.025801694,912
1966,825.075,0.032177736,912
1967,1074.43,0.040882781,912
1968,1727.16,0.064098259,912
1969,1668.49,0.060335134,912
1970,1653.82,0.058202254,912
1971,1851.84,0.063318889,912
1972,1408.13,0.046727316,912
1973,1752.83,0.056490424,912
1974,1738.16,0.05456418,912
1975,1210.11,0.037155796,912
1976,1177.11,0.035514359,912
1977,1048.76,0.031200013,912
1978,1371.46,0.04027371,912
1979,1848.17,0.053462499,912
1980,1822.5,0.051716809,912
1981,1866.5,0.051713255,912
1982,1481.47,0.039921511,912
1983,1844.5,0.048210431,912
1984,1664.82,0.042154225,912
1985,1815.17,0.044515527,912
1986,2214.87,0.052613302,912
1987,2581.57,0.059387048,912
1988,2673.24,0.059526165,912
1989,2827.26,0.060888166,912
1990,3017.94,0.062799074,912
1991,2984.94,0.059956589,912
1992,2966.6,0.057489213,912
1993,3028.94,0.056639088,912
1994,2948.27,0.053250018,912
1995,2145.2,0.037479018,912
1996,3744.01,0.063375665,912
1997,4272.06,0.070156446,912
1998,5023.79,0.080114599,912
1999,5064.13,0.078452585,912
2000,5819.53,0.087585994,912
2001,4308.73,0.062999385,912
2002,4481.07,0.063659604,912
2003,4946.78,0.068295273,912
2004,5243.81,0.070380123,912
2005,5053.13,0.065960442,912
2006,5419.83,0.068835709,912
2007,5914.87,0.073120622,912
2008,6369.58,0.076668381,912
2009,6560.26,0.076906232,912
2010,6618.94,0.07559157,912
2011,7543.02,0.083943117,912
1960,15104.37,3.409846728,905
1961,14939.36,3.348877215,905
1962,16809.53,3.742567366,905
1963,19358.09,4.279630907,905
1964,22852.74,5.024189944,905
1965,25327.97,5.549837063,905
1966,29519.35,6.444050245,905
1967,28617.27,6.213386589,905
1968,33314.7,7.200890139,905
1969,37935.12,8.20434233,905
1970,40395.67,8.769643882,905
1971,40582.69,8.799132244,905
1972,44161.68,9.51830728,905
1973,49387.16,10.584290328,905
1974,46680.91,9.9520677,905
1975,46101.52,9.785017744,905
1976,51279.33,10.851242915,905
1977,50219.57,10.597299754,905
1978,51913.72,10.923390457,905
1979,54333.94,11.403457308,905
1980,58246.63,12.186672553,905
1981,51510.35,10.731403194,905
1982,43083.58,8.925664185,905
1983,41576.45,8.562246655,905
1984,42254.84,8.65558094,905
1985,49665.85,10.131326183,905
1986,53329.18,10.843332885,905
1987,57656.24,11.689943864,905
1988,52185.08,10.549939846,905
1989,52584.78,10.592435577,905
1990,51745.04,10.377168961,905
1991,53699.55,10.710477209,905
1992,47472.98,9.415521088,905
1993,50402.92,9.948375064,905
1994,57223.54,11.246027923,905
1995,52713.13,10.32014335,905
1996,61282.9,11.958636163,905
1997,59933.45,11.660578209,905
1998,56988.85,11.058284489,905
1999,55423.04,10.729516401,905
2000,52427.1,10.12847414,905
2001,57051.19,10.996742102,905
2002,61682.61,11.86067583,905
2003,69130.28,13.261096939,905
2004,67091.43,12.832674977,905
2005,54645.63,10.416438052,905
2006,66200.35,12.570638448,905
2007,63985.48,12.098481863,905
2008,56596.48,10.651652172,905
2009,53167.83,9.958628519,905
2010,61843.96,11.530840228,905
2011,54766.65,10.164046099,905
1960,194.351,0.494050328,888
1961,168.682,0.414297363,888
1962,231.021,0.547993719,888
1963,242.022,0.55483164,888
1964,425.372,0.944322592,888
1965,344.698,0.743069388,888
1966,322.696,0.677464526,888
1967,355.699,0.729024351,888
1968,396.036,0.793839086,888
1969,432.706,0.849010809,888
1970,520.714,1.000355408,888
1971,550.05,1.0347046,888
1972,579.386,1.067380727,888
1973,630.724,1.13826702,888
1974,671.061,1.186907706,888
1975,623.39,1.08116311,888
1976,484.044,0.823872427,888
1977,766.403,1.281057671,888
1978,711.398,1.167474087,888
1979,839.743,1.35106614,888
1980,795.739,1.252627287,888
1981,1081.77,1.661807155,888
1982,839.743,1.256731558,888
1983,715.065,1.04329804,888
1984,583.053,0.83249758,888
1985,579.386,0.814129722,888
1986,605.055,0.842052305,888
1987,476.71,0.660514739,888
1988,553.717,0.765947175,888
1989,630.724,0.870415553,888
1990,817.741,1.122305545,888
1991,674.728,0.917411883,888
1992,722.399,0.970269994,888
1993,762.736,1.010214245,888
1994,817.741,1.068012684,888
1995,869.079,1.120672136,888
1996,894.748,1.140563355,888
1997,737.067,0.929631877,888
1998,704.064,0.879734704,888
1999,803.073,0.995758183,888
2000,865.412,1.066799142,888
2001,1114.77,1.369132232,888
2002,836.076,1.024991081,888
2003,861.745,1.055250506,888
2004,1133.1,1.384610591,888
2005,1364.12,1.659881726,888
2006,1360.46,1.644275372,888
2007,1202.78,1.440917951,888
2008,1078.1,1.278570124,888
2009,847.077,0.994392232,888
2010,1294.45,1.505259596,888
2011,1235.78,1.424813248,888
1960,271218.65,5.793507945,880
1961,281211.23,5.927130464,880
1962,298706.49,6.207578239,880
1963,334019.7,6.844149785,880
1964,345303.06,6.982957004,880
1965,351852.32,7.033701955,880
1966,347235.56,6.874765083,880
1967,372009.82,7.30642216,880
1968,384631.63,7.501194027,880
1969,413259.9,8.00297878,880
1970,439013.24,8.436868233,880
1971,462434.37,8.81155982,880
1972,480729.03,9.07734214,880
1973,516599.63,9.666680526,880
1974,499071.37,9.262230669,880
1975,446919.29,8.237752775,880
1976,505602.29,9.27004864,880
1977,480857.38,8.780463816,880
1978,505858.98,9.20614423,880
1979,529155.43,9.598217534,880
1980,505363.94,9.131853937,880
1981,454700.67,8.180155178,880
1982,436893.71,7.821404774,880
1983,422603.42,7.52548753,880
1984,405342.85,7.177923254,880
1985,400880.11,7.058284444,880
1986,385614.39,6.749452533,880
1987,377491.98,6.56706621,880
1988,372207.83,6.435519509,880
1989,390649.18,6.714180737,880
1990,375632.81,6.419668186,880
1991,390627.18,6.670624392,880
1992,365819.92,6.216012937,880
1993,359861.05,6.088322359,880
1994,338093.73,5.698798649,880
1995,349116.74,5.86337915,880
1996,375280.78,6.280524233,880
1997,351507.62,5.861894899,880
1998,381877.71,6.344928499,880
1999,373461.95,6.173259953,880
2000,364063.43,5.976826414,880
2001,381155.31,6.212048122,880
2002,378929.45,6.131021892,880
2003,386333.12,6.206664599,880
2004,388401.31,6.194114409,880
2005,390550.17,6.181610461,880
2006,381467.01,5.995893723,880
2007,374914.08,5.856547408,880
2008,371734.79,5.774521922,880
2009,356626.75,5.511405389,880
2010,357437.16,5.496706655,880
2011,338805.13,5.185043424,880
1960,58.672,1.712251211,936
1961,113.677,3.273164411,936
1962,117.344,3.338093477,936
1963,124.678,3.507116737,936
1964,121.011,3.366466366,936
1965,135.679,3.731237797,936
1966,139.346,3.786164547,936
1967,168.682,4.527403511,936
1968,183.35,4.861074288,936
1969,212.686,5.572948328,936
1970,256.69,6.652240392,936
1971,260.357,6.678731755,936
1972,234.688,5.962601626,936
1973,253.023,6.368402507,936
1974,300.694,7.495612723,936
1975,348.365,8.595450171,936
1976,330.03,8.054620003,936
1977,407.037,9.820662533,936
1978,399.703,9.528989653,936
1979,480.377,11.311505133,936
1980,421.705,9.804812834,936
1981,440.04,10.102160288,936
1982,458.375,10.392812606,936
1983,487.711,10.920288395,936
1984,498.712,11.023939521,936
1985,517.047,11.279384817,936
1986,491.378,10.567041569,936
1987,498.712,10.567275501,936
1988,528.048,11.049572077,936
1989,579.386,12.04419499,936
1990,623.39,12.978909454,936
1991,594.054,12.507979955,936
1992,605.055,12.991261219,936
1993,667.394,14.667677633,936
1994,586.72,13.155156951,936
1995,689.396,15.632916846,936
1996,608.722,13.809169483,936
1997,594.054,13.359435087,936
1998,630.724,13.976953419,936
1999,638.058,13.915598011,936
2000,689.396,14.82859048,936
2001,762.736,16.224283162,936
2002,733.4,15.455618309,936
2003,748.068,15.646030285,936
2004,766.403,15.93254059,936
2005,722.399,14.945052444,936
2006,678.395,13.986083909,936
2007,689.396,14.185394761,936
2008,630.724,12.97012071,936
2009,575.719,11.842902104,936
2010,630.724,12.986678197,936
2011,568.385,11.721211746,936
1997,77.007,0.709702689,931
1998,80.674,0.745352748,931
1999,117.344,1.088453547,931
2000,135.679,1.26295262,931
2001,176.016,1.642399925,931
2002,146.68,1.371058953,931
2003,146.68,1.373202516,931
2004,146.68,1.376307764,931
2005,121.011,1.139484736,931
2006,124.678,1.179769114,931
2007,143.013,1.360991625,931
2008,121.011,1.158310361,931
2009,168.682,1.622550764,931
2010,121.011,1.167845665,931
2011,128.345,1.240335923,931
1960,132.012,0.264452943,835
1961,165.015,0.327297719,835
1962,88.008,0.172630373,835
1963,73.34,0.142057451,835
1964,190.684,0.364044575,835
1965,216.353,0.406287558,835
1966,381.368,0.702902157,835
1967,1012.09,1.827444933,835
1968,1961.85,3.466904527,835
1969,1433.8,2.480128487,835
1970,2082.86,3.529552514,835
1971,2845.59,4.728986562,835
1972,2739.25,4.467655257,835
1973,5313.48,8.506676806,835
1974,5452.83,8.56417759,835
1975,5368.49,8.262784373,835
1976,5709.52,8.601600846,835
1977,6314.57,9.302746374,835
1978,7561.35,10.883811646,835
1979,6754.61,9.492897136,835
1980,6633.6,9.09753348,835
1981,6574.93,8.794800112,835
1982,6556.6,8.549847627,835
1983,5518.84,7.01234535,835
1984,5995.55,7.419420905,835
1985,6318.24,7.61150404,835
1986,4968.79,5.824804024,835
1987,4022.7,4.58752938,835
1988,4334.39,4.808124037,835
1989,5771.86,6.228749212,835
1990,4844.11,5.086910316,835
1991,1477.8,1.510654719,835
1992,2130.53,2.120775673,835
1993,3281.97,3.182178254,835
1994,3351.64,3.166029519,835
1995,3857.68,3.550727186,835
1996,3534.99,3.170736914,835
1997,3545.99,3.100079732,835
1998,1631.82,1.391011445,835
1999,1437.46,1.195483744,835
2000,1052.43,0.854557841,835
2001,1782.16,1.413926145,835
2002,1778.5,1.37954238,835
2003,1441.13,1.093345462,835
2004,1851.84,1.374250106,835
2005,2174.53,1.57828952,835
2006,2082.86,1.478335179,835
2007,1991.18,1.381898977,835
2008,2057.19,1.39589453,835
2009,2145.2,1.423082894,835
2010,2244.2,1.455445622,835
2011,2236.87,1.418165749,835
1960,584299.78,11.15075916,902
1961,588938.54,11.15413892,902
1962,593360.94,11.142928394,902
1963,603822.89,11.254853458,902
1964,608355.3,11.265838889,902
1965,622619.93,11.456159513,902
1966,618564.23,11.318960777,902
1967,592517.53,10.784104554,902
1968,606969.17,10.993488228,902
1969,628857.5,11.342670406,902
1970,653063.36,11.7323973,902
1971,660863.07,11.82303629,902
1972,648486.95,11.562354178,902
1973,660034.33,11.745526944,902
1974,617607.14,10.983592861,902
1975,603643.21,10.736053644,902
1976,598912.78,10.654542019,902
1977,604746.97,10.76186851,902
1978,605084.34,10.76729499,902
1979,644893.29,11.46539104,902
1980,579290.66,10.286757042,902
1981,560819.98,9.955296648,902
1982,548520.86,9.740461658,902
1983,545741.28,9.687798405,902
1984,529335.12,9.381702909,902
1985,559855.56,9.900139784,902
1986,568777.37,10.03463939,902
1987,571868.65,10.067746675,902
1988,570464.19,10.020743961,902
1989,581721.88,10.191930628,902
1990,555902.53,9.710497347,902
1991,566804.52,9.870362031,902
1992,556192.23,9.659401562,902
1993,545561.59,9.452091001,902
1994,546606.69,9.446118546,902
1995,537970.9,9.2723181,902
1996,551124.43,9.474872432,902
1997,527021.24,9.037187368,902
1998,531861.68,9.093651543,902
1999,530871.59,9.04651127,902
2000,541799.25,9.199798297,902
2001,545865.95,9.233237014,902
2002,527087.25,8.877934874,902
2003,538517.29,9.028317864,902
2004,539137.01,8.987428516,902
2005,542492.31,8.981481479,902
2006,541373.88,8.8973241,902
2007,528323.03,8.615489319,902
2008,521513.41,8.4377732,902
2009,473237.35,7.598999603,902
2010,492192.07,7.841653312,902
2011,448235.75,7.085732086,902
1992,15335.39,3.146690058,899
1993,9952.24,2.026478386,899
1994,6083.55,1.25134791,899
1995,2302.88,0.486454584,899
1996,4066.7,0.880982431,899
1997,4437.07,0.979139818,899
1998,4961.45,1.105665099,899
1999,4345.4,0.975944975,899
2000,4536.08,1.026657085,899
2001,3769.68,0.859400875,899
2002,3388.31,0.777669956,899
2003,3773.34,0.877317601,899
2004,4323.39,1.018467138,899
2005,5067.79,1.209497375,899
2006,6149.56,1.486837282,899
2007,6420.92,1.572983097,899
2008,6417.25,1.592369727,899
2009,6270.57,1.576312217,899
2010,6530.93,1.663506623,899
2011,7931.72,2.046895742,899
1960,1463.13,0.219944425,852
1961,1345.79,0.195992162,852
1962,1433.8,0.202357559,852
1963,1723.49,0.235983576,852
1964,1650.15,0.219630931,852
1965,1705.16,0.221145789,852
1966,1441.13,0.18262989,852
1967,1496.14,0.185683744,852
1968,1763.83,0.214550845,852
1969,1690.49,0.201312057,852
1970,2625.57,0.305406424,852
1971,2295.54,0.260051094,852
1972,2423.89,0.266842845,852
1973,2475.23,0.264726804,852
1974,2937.27,0.305828964,852
1975,2746.58,0.279368196,852
1976,2434.89,0.242918646,852
1977,3003.27,0.294730688,852
1978,2970.27,0.286858165,852
1979,2658.58,0.251979239,852
1980,2559.57,0.236952423,852
1981,3047.28,0.274094661,852
1982,3043.61,0.264935613,852
1983,3656.0,0.307352589,852
1984,2581.57,0.209693217,852
1985,3325.97,0.261552906,852
1986,3047.28,0.232546002,852
1987,3285.63,0.243734357,852
1988,3450.65,0.24909748,852
1989,3344.3,0.234976683,852
1990,3931.02,0.268728065,852
1991,4044.7,0.268880674,852
1992,4096.04,0.264746912,852
1993,4664.42,0.293226407,852
1994,5071.46,0.310383391,852
1995,5427.16,0.323797083,852
1996,5757.19,0.335320534,852
1997,6395.25,0.364016153,852
1998,6402.58,0.356312531,852
1999,6549.26,0.356239678,852
2000,6288.91,0.334072085,852
2001,6919.63,0.358645138,852
2002,7422.01,0.375072777,852
2003,7631.03,0.375812764,852
2004,7348.67,0.352614883,852
2005,6992.97,0.32693445,852
2006,9358.18,0.42630423,852
2007,9827.56,0.436236777,852
2008,9138.16,0.395319087,852
2009,7708.03,0.325052954,852
2010,10102.59,0.415441052,852
2011,10080.58,0.404379798,852
1960,410.704,0.114804749,907
1961,616.056,0.169535949,907
1962,660.06,0.178831524,907
1963,696.73,0.18579863,907
1964,700.397,0.183734592,907
1965,696.73,0.179671278,907
1966,718.732,0.182040147,907
1967,726.066,0.180529006,907
1968,748.068,0.182699447,907
1969,748.068,0.17980783,907
1970,792.072,0.187897734,907
1971,814.074,0.191137475,907
1972,832.409,0.193889744,907
1973,803.073,0.18591796,907
1974,839.743,0.193455828,907
1975,843.41,0.193454419,907
1976,887.414,0.202755549,907
1977,902.082,0.20531957,907
1978,902.082,0.204272392,907
1979,946.086,0.212514196,907
1980,964.421,0.214003855,907
1981,990.09,0.21597385,907
1982,982.756,0.209766847,907
1983,953.42,0.198433214,907
1984,979.089,0.19830735,907
1985,993.757,0.195671954,907
1986,997.424,0.190947426,907
1987,993.757,0.184883028,907
1988,1026.76,0.185059487,907
1989,1045.1,0.18131913,907
1990,1056.1,0.175021818,907
1991,1074.43,0.168747045,907
1992,1074.43,0.159142097,907
1993,1103.77,0.15425297,907
1994,1228.45,0.163001804,907
1995,1250.45,0.159028583,907
1996,1272.45,0.156612982,907
1997,1279.78,0.153610224,907
1998,1243.11,0.146290203,907
1999,1272.45,0.147149249,907
2000,1279.78,0.145443687,907
2001,1298.12,0.144947897,907
2002,1323.79,0.145243067,907
2003,1342.12,0.144600721,907
2004,1342.12,0.141801846,907
2005,1180.77,0.122119267,907
2006,1180.77,0.119290573,907
2007,1210.11,0.119193056,907
2008,1998.52,0.191660762,907
2009,2108.53,0.196768408,907
2010,2486.23,0.225765923,907
2011,2596.24,0.229423425,907
1960,18.335,0.049832984,871
1961,22.002,0.058401639,871
1962,25.669,0.066929144,871
1963,29.336,0.075400314,871
1964,29.336,0.074352684,871
1965,29.336,0.073181744,871
1966,33.003,0.080853639,871
1967,33.003,0.079268966,871
1968,36.67,0.086179141,871
1969,47.671,0.109387334,871
1970,47.671,0.106579056,871
1971,55.005,0.119525938,871
1972,66.006,0.139095288,871
1973,62.339,0.127258809,871
1974,62.339,0.123318536,871
1975,99.009,0.190010939,871
1976,99.009,0.18457744,871
1977,113.677,0.206002649,871
1978,139.346,0.245401777,871
1979,146.68,0.250668626,871
1980,157.681,0.260901003,871
1981,157.681,0.252122997,871
1982,161.348,0.248916233,871
1983,161.348,0.239662522,871
1984,172.349,0.24582761,871
1985,172.349,0.235419865,871
1986,161.348,0.210472764,871
1987,179.683,0.223449077,871
1988,183.35,0.217481555,871
1989,179.683,0.203919668,871
1990,190.684,0.207986161,871
1991,198.018,0.208551959,871
1992,198.018,0.202120851,871
1993,209.019,0.207299245,871
1994,209.019,0.20163376,871
1995,216.353,0.203006157,871
1996,216.353,0.197431374,871
1997,216.353,0.192008953,871
1998,234.688,0.202491629,871
1999,256.69,0.215177883,871
2000,275.025,0.223804444,871
2001,282.359,0.222838238,871
2002,315.362,0.241162553,871
2003,315.362,0.233541799,871
2004,322.696,0.231368576,871
2005,322.696,0.22401013,871
2006,337.364,0.226764113,871
2007,396.036,0.257764784,871
2008,410.704,0.258833628,871
2009,436.373,0.266259849,871
2010,473.043,0.279410774,871
2011,421.705,0.241098417,871
1960,18.335,0.029744957,874
1961,29.336,0.047057087,874
1962,40.337,0.064029728,874
1963,47.671,0.074884581,874
1964,58.672,0.091110966,874
1965,66.006,0.10114839,874
1966,66.006,0.099617113,874
1967,47.671,0.070739717,874
1968,62.339,0.09085265,874
1969,58.672,0.083947021,874
1970,69.673,0.097878982,874
1971,73.34,0.10117774,874
1972,66.006,0.089424847,874
1973,110.01,0.146384888,874
1974,102.676,0.134221555,874
1975,113.677,0.146023929,874
1976,95.342,0.120387545,874
1977,102.676,0.12747166,874
1978,102.676,0.125310757,874
1979,110.01,0.131895721,874
1980,146.68,0.172587853,874
1981,143.013,0.164961641,874
1982,143.013,0.161566305,874
1983,143.013,0.158131826,874
1984,161.348,0.174547642,874
1985,172.349,0.182391282,874
1986,183.35,0.18979565,874
1987,194.351,0.196767701,874
1988,216.353,0.21421789,874
1989,231.021,0.223684809,874
1990,253.023,0.239557928,874
1991,256.69,0.2376339,874
1992,260.357,0.235679474,874
1993,278.692,0.246694273,874
1994,278.692,0.241268588,874
1995,282.359,0.239109577,874
1996,286.026,0.236971482,874
1997,264.024,0.214041118,874
1998,172.349,0.136738907,874
1999,194.351,0.150925623,874
2000,146.68,0.111505145,874
2001,150.347,0.1118948,874
2002,154.014,0.112225083,874
2003,194.351,0.138652195,874
2004,201.685,0.14085958,874
2005,212.686,0.14539809,874
2006,216.353,0.144756166,874
2007,231.021,0.151256889,874
2008,227.354,0.145619048,874
2009,234.688,0.146971003,874
2010,238.355,0.145854598,874
2011,245.689,0.146810683,874
1960,22.002,0.087269698,934
1961,22.002,0.08624853,934
1962,22.002,0.085298907,934
1963,25.669,0.098352427,934
1964,25.669,0.096958182,934
1965,29.336,0.108882926,934
1966,25.669,0.093182561,934
1967,25.669,0.090881411,934
1968,29.336,0.10161378,934
1969,44.004,0.150691405,934
1970,36.67,0.126054898,934
1971,66.006,0.231669094,934
1972,88.008,0.32013852,934
1973,29.336,0.111799207,934
1974,51.338,0.205691803,934
1975,62.339,0.261664708,934
1976,62.339,0.272829127,934
1977,62.339,0.282906441,934
1978,69.673,0.323632969,934
1979,62.339,0.289929958,934
1980,58.672,0.26595952,934
1981,69.673,0.299110478,934
1982,73.34,0.291841258,934
1983,62.339,0.228181655,934
1984,80.674,0.27338778,934
1985,66.006,0.209938074,934
1986,80.674,0.244283824,934
1987,99.009,0.28841213,934
1988,106.343,0.299990409,934
1989,117.344,0.321093662,934
1990,121.011,0.320675318,934
1991,201.685,0.516636312,934
1992,216.353,0.535419879,934
1993,102.676,0.245396251,934
1994,36.67,0.084649709,934
1995,132.012,0.294451433,934
1996,117.344,0.252981606,934
1997,293.36,0.611375553,934
1998,168.682,0.339858562,934
1999,473.043,0.921487805,934
2000,454.708,0.856491667,934
2001,3094.95,5.637356172,934
2002,4979.79,8.772418191,934
2003,6017.55,10.255341086,934
2004,5218.14,8.607938621,934
2005,4712.1,7.528919929,934
2006,4752.43,7.359918726,934
