Año,CO2 (kt),CO2 per cápita (toneladas métricas),Clave_Hash
2007,4796.44,7.204040865,934
2008,4503.08,6.562117562,934
2009,4620.42,6.533815076,934
2010,4679.09,6.421061876,934
2011,6688.61,8.907241536,934
1960,9405.86,1.128920482,890
1961,9823.89,1.169782628,890
1962,10164.92,1.20320119,890
1963,12258.78,1.445674897,890
1964,13223.2,1.553764446,890
1965,17025.88,1.991253557,890
1966,18650.36,2.165209851,890
1967,19534.11,2.249413986,890
1968,22321.03,2.553669959,890
1969,25474.65,2.903833843,890
1970,24165.53,2.748329714,890
1971,27814.2,3.149595925,890
1972,31572.87,3.552052128,890
1973,37256.72,4.17251217,890
1974,36218.96,4.041382514,890
1975,38873.87,4.29709731,890
1976,42911.23,4.670280089,890
1977,46999.94,5.049153465,890
1978,48081.7,5.09882429,890
1979,51294.0,5.37207897,890
1980,51429.68,5.333642555,890
1981,50721.94,5.213292152,890
1982,52148.41,5.326966418,890
1983,55544.05,5.640921404,890
1984,57054.85,5.765561878,890
1985,60600.84,6.100162266,890
1986,59130.38,5.93248835,890
1987,63472.1,6.346832663,890
1988,67989.85,6.773932665,890
1989,74183.41,7.352537262,890
1990,74278.75,7.284521642,890
1991,74062.4,7.176639815,890
1992,75499.86,7.260257729,890
1993,75712.55,7.238006236,890
1994,77909.08,7.410792356,890
1995,78781.83,7.458879643,890
1996,80241.29,7.563654136,890
1997,83717.61,7.852506913,890
1998,87751.31,8.185367878,890
1999,86636.54,8.050452819,890
2000,91616.33,8.47843382,890
2001,93805.53,8.636014274,890
2002,93669.85,8.591970187,890
2003,95738.04,8.760745127,890
2004,97149.83,8.867967195,890
2005,98675.3,8.980839448,890
2006,97285.51,8.827796219,890
2007,98246.26,8.892293442,890
2008,97809.89,8.829327935,890
2009,94901.96,8.544324727,890
2010,86717.22,7.797370479,890
2011,84047.64,7.568519083,890
1960,22.002,0.244844816,894
1961,18.335,0.200909489,894
1962,25.669,0.277730892,894
1963,14.668,0.157122351,894
1964,22.002,0.233899602,894
1965,22.002,0.232630922,894
1966,29.336,0.309197074,894
1967,36.67,0.386154462,894
1968,40.337,0.42515942,894
1969,47.671,0.503485351,894
1970,44.004,0.465995976,894
1971,47.671,0.506169038,894
1972,47.671,0.507478416,894
1973,55.005,0.587478239,894
1974,36.67,0.393661904,894
1975,47.671,0.515624155,894
1976,47.671,0.521364904,894
1977,47.671,0.528579507,894
1978,51.338,0.57637813,894
1979,47.671,0.538223572,894
1980,47.671,0.535605141,894
1981,58.672,0.647772564,894
1982,62.339,0.669656573,894
1983,62.339,0.649493129,894
1984,62.339,0.633268996,894
1985,62.339,0.623970292,894
1986,66.006,0.659097717,894
1987,73.34,0.737968022,894
1988,95.342,0.972252532,894
1989,102.676,1.059925055,894
1990,110.01,1.142533702,894
1991,113.677,1.178549583,894
1992,121.011,1.244956328,894
1993,124.678,1.268316006,894
1994,143.013,1.438719153,894
1995,154.014,1.536253279,894
1996,157.681,1.564357713,894
1997,172.349,1.70431644,894
1998,176.016,1.737537265,894
1999,194.351,1.915901854,894
2000,190.684,1.876441645,894
2001,194.351,1.908226885,894
2002,205.352,2.011283056,894
2003,216.353,2.113420793,894
2004,205.352,2.000370165,894
2005,216.353,2.101514313,894
2006,231.021,2.237296507,894
2007,238.355,2.301012675,894
2008,260.357,2.505022418,894
2009,253.023,2.425962147,894
2010,260.357,2.487241705,894
2011,253.023,2.408137432,894
1960,223.687,6.882676923,926
1961,293.36,8.70504451,926
1962,264.024,7.543542857,926
1963,330.03,9.066758242,926
1964,315.362,8.387287234,926
1965,344.698,8.793316327,926
1966,388.702,9.597580247,926
1967,418.038,9.977040573,926
1968,542.716,12.504976959,926
1969,407.037,9.065412027,926
1970,381.368,8.219137931,926
1971,469.376,9.94440678,926
1972,553.717,11.464120083,926
1973,557.384,11.375183673,926
1974,557.384,11.260282828,926
1975,506.046,10.202540323,926
1976,220.02,4.426961771,926
1977,722.399,14.623461538,926
1978,392.369,7.974979675,926
1979,572.052,11.533306452,926
1980,564.718,11.24936255,926
1981,528.048,10.353882353,926
1982,517.047,10.039747573,926
1983,363.033,6.968003839,926
1984,568.385,10.785294118,926
1985,509.713,9.581071429,926
1986,326.363,6.100242991,926
1987,234.688,4.338040665,926
1988,546.383,9.970492701,926
1989,473.043,8.554122966,926
1990,557.384,10.024892086,926
1991,550.05,9.910810811,926
1992,484.044,8.753056058,926
1993,502.379,9.101068841,926
1994,506.046,9.117945946,926
1995,506.046,9.068924731,926
1996,517.047,9.249499106,926
1997,524.381,9.363946429,926
1998,531.715,9.47798574,926
1999,542.716,9.674081996,926
2000,531.715,9.461120996,926
2001,539.049,9.566086957,926
2002,539.049,9.522319772,926
2003,531.715,9.366951467,926
2004,583.053,10.244996574,926
2005,608.722,10.691525424,926
2006,627.057,11.04479163,926
2007,638.058,11.282079392,926
2008,660.06,11.718150831,926
2009,575.719,10.221738899,926
2010,663.727,11.663772955,926
2011,707.731,12.440341009,926
1960,1345.79,0.326049925,936
1961,1408.13,0.332099081,936
1962,1382.46,0.317326737,936
1963,1521.81,0.339922085,936
1964,1771.16,0.3849642,936
1965,1976.51,0.418026256,936
1966,1741.83,0.358482819,936
1967,1983.85,0.39731738,936
1968,2141.53,0.417332997,936
1969,2280.87,0.432415636,936
1970,2299.21,0.423943612,936
1971,2442.22,0.437844937,936
1972,2709.91,0.472297881,936
1973,2937.27,0.497674848,936
1974,3069.28,0.505724182,936
1975,3523.99,0.564925922,936
1976,3311.3,0.516742512,936
1977,3813.68,0.579612171,936
1978,4129.04,0.611324294,936
1979,4693.76,0.676969123,936
1980,4510.41,0.633606644,936
1981,3967.69,0.542746721,936
1982,3626.66,0.483029466,936
1983,3179.29,0.412351549,936
1984,3421.31,0.432321381,936
1985,3523.99,0.434122259,936
1986,3700.0,0.444685282,936
1987,3993.36,0.468496448,936
1988,4125.38,0.472583702,936
1989,4246.39,0.474972107,936
1990,5086.13,0.555342349,936
1991,5053.13,0.538425786,936
1992,6017.55,0.625582317,936
1993,5658.18,0.573848362,936
1994,6838.96,0.676691242,936
1995,7165.32,0.691809704,936
1996,6651.94,0.62681398,936
1997,7598.02,0.698875419,936
1998,8753.13,0.785963472,936
1999,8929.15,0.78265315,936
2000,9915.57,0.848306649,936
2001,10626.97,0.887301495,936
2002,11096.34,0.904184642,936
2003,10502.29,0.835281873,936
2004,11620.72,0.902390417,936
2005,12453.13,0.944599482,936
2006,12526.47,0.928571826,936
2007,12636.48,0.915844454,936
2008,11441.04,0.811036638,936
2009,12467.8,0.864736542,936
2010,11367.7,0.771619509,936
2011,11257.69,0.748055056,936
1960,660.06,1.169858673,987
1961,737.067,1.266364164,987
1962,678.395,1.129605917,987
1963,616.056,0.995425659,987
1964,649.059,1.020889367,987
1965,1078.1,1.657645773,987
1966,1180.77,1.782752456,987
1967,1323.79,1.969962172,987
1968,1331.12,1.957335149,987
1969,1367.79,1.98905706,987
1970,1580.48,2.272233492,987
1971,1499.8,2.130974083,987
1972,1562.14,2.193440496,987
1973,1804.16,2.502589056,987
1974,1554.81,2.129211875,987
1975,1826.17,2.467235097,987
1976,1752.83,2.333964485,987
1977,1899.51,2.491335113,987
1978,2057.19,2.660521425,987
1979,1521.81,1.946846332,987
1980,1789.5,2.274935356,987
1981,1800.5,2.285683637,987
1982,1404.46,1.788060845,987
1983,1246.78,1.597684167,987
1984,1404.46,1.816186949,987
1985,1419.13,1.854966322,987
1986,1045.1,1.383136271,987
1987,1309.12,1.75685534,987
1988,1404.46,1.911164121,987
1989,1195.44,1.646076969,987
1990,1140.44,1.583320144,987
1991,1122.1,1.563900867,987
1992,1052.43,1.466552679,987
1993,1052.43,1.461889681,987
1994,1393.46,1.926717642,987
1995,1474.13,2.028545676,987
1996,1529.14,2.094157298,987
1997,1598.81,2.178651339,987
1998,1657.48,2.247996788,987
1999,1679.49,2.268996162,987
2000,1609.81,2.168922069,987
2001,1595.15,2.146426827,987
2002,1580.48,2.126849835,987
2003,1565.81,2.108728589,987
2004,1628.15,2.193790574,987
2005,1437.46,1.935991488,987
2006,1290.78,1.735612911,987
2007,1562.14,2.095040757,987
2008,1558.48,2.083255358,987
2009,1565.81,2.085662452,987
2010,1719.82,2.282864015,987
2011,1782.16,2.357722028,987
1960,2955.6,0.960982311,887
1961,3373.64,1.064878003,887
1962,3685.34,1.115011194,887
1963,4250.05,1.242378614,887
1964,4224.38,1.20538264,887
1965,4807.44,1.336178604,887
1966,5166.8,1.42340092,887
1967,6057.88,1.627238638,887
1968,6204.56,1.631620691,887
1969,7759.37,2.008171019,887
1970,8401.1,2.122025006,887
1971,9160.17,2.264397202,887
1972,9284.84,2.251635464,887
1973,9295.85,2.191589259,887
1974,10678.3,2.463731254,887
1975,11019.34,2.469816882,887
1976,12508.14,2.768511952,887
1977,14231.63,3.104833868,887
1978,15753.43,3.375132726,887
1979,15885.44,3.222395683,887
1980,16662.85,3.291036717,887
1981,18690.7,3.605876259,887
1982,19702.79,3.742575933,887
1983,21015.58,3.931746272,887
1984,22346.7,4.139887364,887
1985,23014.09,4.217970749,887
1986,25698.34,4.651619303,887
1987,28272.57,5.057252482,887
1988,29482.68,5.238943777,887
1989,30348.09,5.337148183,887
1990,27660.18,4.848835305,887
1991,28892.29,5.022999478,887
1992,33428.37,5.763015602,887
1993,35129.86,5.953204542,887
1994,31429.86,5.20758475,887
1995,31620.54,5.136456685,887
1996,29365.34,4.563023231,887
1997,30854.14,4.754617293,887
1998,39233.23,5.9955733,887
1999,42753.55,6.471437675,887
2000,40465.35,6.07131958,887
2001,37971.79,5.655360201,887
2002,36952.36,5.479212793,887
2003,40065.64,5.952582457,887
2004,38415.49,5.663078352,887
2005,40546.02,5.951097722,887
2006,38554.84,5.622615683,887
2007,39962.97,5.778084525,887
2008,38573.17,5.543874932,887
2009,36996.36,5.305811582,887
2010,36288.63,5.166229891,887
2011,40274.66,5.695268539,887
1960,616.056,0.307669104,884
1961,737.067,0.356228478,884
1962,700.397,0.32740949,884
1963,711.398,0.321733003,884
1964,722.399,0.316458031,884
1965,751.735,0.319528682,884
1966,806.74,0.333331405,884
1967,876.413,0.352498584,884
1968,1224.78,0.479891074,884
1969,1177.11,0.44927508,884
1970,1389.79,0.516400384,884
1971,1331.12,0.481166798,884
1972,1536.47,0.540011458,884
1973,1510.8,0.515951492,884
1974,1558.48,0.516803256,884
1975,1668.49,0.536881362,884
1976,1778.5,0.554932895,884
1977,2002.18,0.605439754,884
1978,2049.85,0.600526568,884
1979,1932.51,0.548496672,884
1980,2057.19,0.565804478,884
1981,1822.5,0.485890505,884
1982,1763.83,0.455970019,884
1983,2002.18,0.502004954,884
1984,1987.51,0.483419027,884
1985,1906.84,0.449998537,884
1986,1848.17,0.423270332,884
1987,2174.53,0.48345741,884
1988,2504.56,0.540767757,884
1989,2728.25,0.572343471,884
1990,2592.57,0.528732831,884
1991,2698.91,0.535386874,884
1992,3076.61,0.593991532,884
1993,2849.26,0.535772188,884
1994,3336.97,0.611672921,884
1995,3879.69,0.693899415,884
1996,3960.36,0.691815846,884
1997,4158.38,0.710112081,884
1998,4649.76,0.776813977,884
1999,4741.43,0.775436198,884
2000,5031.12,0.805872102,884
2001,5713.19,0.896705918,884
2002,6090.89,0.937203579,884
2003,6769.28,1.021577338,884
2004,7367.0,1.090866136,884
2005,7554.02,1.097939139,884
2006,7007.64,1.00008677,884
2007,8778.8,1.230602978,884
2008,8672.46,1.194640242,884
2009,7814.38,1.058414368,884
2010,8107.74,1.080473355,884
2011,8412.1,1.103745053,884
1992,16772.86,3.752317226,968
1993,16428.16,3.540551724,968
1994,16875.53,3.629147097,968
1995,17612.6,3.772242664,968
1996,18518.35,4.120683133,968
1997,19295.75,4.220418635,968
1998,20417.86,4.536293268,968
1999,20491.2,4.499603865,968
2000,19644.12,4.438345911,968
2001,20714.88,4.665514189,968
2002,21877.32,4.927324775,968
2003,23542.14,5.302283784,968
2004,23047.1,5.191956522,968
2005,23105.77,5.201658487,968
2006,23175.44,5.219693694,968
2007,24400.22,5.5005,968
2008,23366.12,5.269158157,968
2009,21554.63,4.866616935,968
2010,20890.9,4.728821777,968
2011,20553.54,4.801530011,968
1960,286.026,0.073981936,922
1961,297.027,0.075323271,922
1962,304.361,0.075662831,922
1963,249.356,0.060763227,922
1964,300.694,0.071822341,922
1965,304.361,0.071260015,922
1966,304.361,0.069847908,922
1967,260.357,0.058566007,922
1968,264.024,0.058229032,922
1969,315.362,0.068227551,922
1970,385.035,0.081772036,922
1971,403.37,0.084155391,922
1972,392.369,0.080460234,922
1973,421.705,0.085009943,922
1974,473.043,0.093709959,922
1975,484.044,0.094165444,922
1976,674.728,0.1288081,922
1977,707.731,0.132498711,922
1978,755.402,0.138591885,922
1979,755.402,0.13571075,922
1980,751.735,0.132142239,922
1981,766.403,0.131714396,922
1982,825.075,0.138545472,922
1983,894.748,0.146759635,922
1984,913.083,0.146319666,922
1985,942.419,0.147617492,922
1986,843.41,0.129207842,922
1987,913.083,0.136882387,922
1988,1023.09,0.150160186,922
1989,1037.76,0.149182878,922
1990,993.757,0.139971038,922
1991,997.424,0.137701251,922
1992,909.416,0.123110762,922
1993,663.727,0.088136128,922
1994,300.694,0.039178826,922
1995,902.082,0.115358616,922
1996,1034.09,0.129820823,922
1997,1367.79,0.168614245,922
1998,1232.11,0.149193484,922
1999,1331.12,0.158383898,922
2000,1367.79,0.159990488,922
2001,1569.48,0.180553862,922
2002,1826.17,0.206702881,922
2003,1734.49,0.193224572,922
2004,1987.51,0.217948715,922
2005,2075.52,0.22405596,922
2006,2112.19,0.224474915,922
2007,2390.88,0.250172074,922
2008,2427.55,0.250131013,922
2009,2262.54,0.229630548,922
2010,2119.53,0.211960718,922
2011,2211.2,0.217962048,922
1960,45371.79,4.544465241,945
1961,48976.45,4.883326797,945
1962,50560.6,5.02503803,945
1963,56281.12,5.579045568,945
1964,62401.34,6.166240754,945
1965,61293.91,6.04003721,945
1966,61733.95,6.065040728,945
1967,58829.68,5.758242269,945
1968,61154.56,5.962915575,945
1969,62419.67,6.06091396,945
1970,70003.03,6.77148766,945
1971,69280.63,6.682458042,945
1972,69430.98,6.677025672,945
1973,73068.64,7.004242405,945
1974,74102.74,7.071735479,945
1975,75389.85,7.152381214,945
1976,80013.94,7.54942716,945
1977,83204.23,7.814048438,945
1978,88187.68,8.253547228,945
1979,86229.51,8.055706328,945
1980,86860.23,8.109349235,945
1981,86618.21,8.08620576,945
1982,86871.23,8.114608938,945
1983,89137.44,8.338813278,945
1984,90853.59,8.516383853,945
1985,86104.83,8.085937427,945
1986,83537.93,7.85827798,945
1987,84436.34,7.956129524,945
1988,78264.78,7.38591771,945
1989,76090.25,7.259329314,945
1990,69614.33,6.710469301,945
1991,66585.39,6.418858426,945
1992,60388.16,5.823721681,945
1993,61909.96,5.977294089,945
1994,58892.02,5.693705766,945
1995,60369.82,5.844711547,945
1996,62060.31,6.018705804,945
1997,60890.54,5.917168052,945
1998,59163.38,5.762720948,945
1999,58796.68,5.74324842,945
2000,55811.74,5.465860201,945
2001,56955.84,5.590715986,945
2002,56094.1,5.52182927,945
2003,59064.37,5.83089647,945
2004,57458.22,5.684910755,945
2005,58019.27,5.751848927,945
2006,57388.55,5.698187039,945
2007,56035.43,5.572459521,945
2008,54843.65,5.463501182,945
2009,48782.1,4.867185924,945
2010,50747.61,5.074749628,945
2011,48492.41,4.862989931,945
1960,21404.28,0.243805292,896
1961,26024.7,0.288719865,896
1962,22995.76,0.248446979,896
1963,22783.07,0.239681349,896
1964,22394.37,0.229361138,896
1965,24689.91,0.246138797,896
1966,23395.46,0.226991958,896
1967,24561.57,0.231915478,896
1968,27586.84,0.253505277,896
1969,33391.7,0.298673302,896
1970,35822.92,0.311951855,896
1971,38987.54,0.330621478,896
1972,43340.27,0.358007997,896
1973,49134.13,0.39547025,896
1974,51260.99,0.402156668,896
1975,53963.57,0.412805019,896
1976,61810.95,0.461238948,896
1977,82434.16,0.600297744,896
1978,93933.87,0.667780175,896
1979,95096.31,0.660145713,896
1980,94784.62,0.642649541,896
1981,100160.44,0.663407119,896
1982,105407.92,0.682224208,896
1983,104956.87,0.664097632,896
1984,112184.53,0.694402064,896
1985,121245.69,0.734768045,896
1986,121740.73,0.722917266,896
1987,123372.55,0.718414527,896
1988,132162.35,0.755209446,896
1989,130966.91,0.734806322,896
1990,149565.93,0.824341653,896
1991,179730.67,0.973544534,896
1992,202576.08,1.078897628,896
1993,218600.87,1.145267204,896
1994,221413.46,1.141660103,896
1995,224941.11,1.142077453,896
1996,253290.69,1.266918319,896
1997,278659.0,1.37369341,896
1998,210210.78,1.021663214,896
1999,241989.0,1.159817226,896
2000,263418.95,1.245241619,896
2001,294907.47,1.375191469,896
2002,306737.22,1.411135411,896
2003,316792.13,1.437952342,896
2004,337635.36,1.512238393,896
2005,341991.75,1.511534344,896
2006,345119.71,1.505337668,896
2007,375544.8,1.616659186,896
2008,412387.15,1.752149102,896
2009,453105.52,1.90009103,896
2010,436981.72,1.80860092,896
2011,563984.6,2.303780983,896
1960,120581.96,0.268161407,886
1961,130402.19,0.284291728,886
1962,143467.71,0.306519469,886
1963,154083.67,0.322532993,886
1964,150647.69,0.308900447,886
1965,165972.09,0.33333065,886
1966,171765.95,0.337853982,886
1967,172238.99,0.331763432,886
1968,187336.03,0.35328108,886
1969,190724.34,0.351990681,886
1970,195143.07,0.352279914,886
1971,205869.05,0.3633376,886
1972,217849.14,0.375731112,886
1973,224343.39,0.378031307,886
1974,231992.76,0.3819147,886
1975,252201.59,0.40566208,886
1976,263785.65,0.414638121,886
1977,315681.03,0.484985962,886
1978,318035.24,0.477575976,886
1979,331940.51,0.487174492,886
1980,348581.35,0.499951925,886
1981,374822.41,0.525284022,886
1982,398419.55,0.545553419,886
1983,432320.97,0.578452649,886
1984,447109.98,0.584714088,886
1985,490464.92,0.627124721,886
1986,525862.47,0.657650963,886
1987,561560.71,0.687149484,886
1988,606298.11,0.726153879,886
1989,662945.93,0.777433818,886
1990,690576.77,0.793217741,886
1991,737851.74,0.830433563,886
1992,783634.23,0.864498223,886
1993,814297.69,0.880821147,886
1994,864931.62,0.917597877,886
1995,920046.63,0.957509198,886
1996,1002224.1,1.023418661,886
1997,1043939.9,1.046223539,886
1998,1071911.77,1.054613051,886
1999,1144390.03,1.105715817,886
2000,1186663.2,1.126420999,886
2001,1203843.1,1.123105104,886
2002,1226791.18,1.125301008,886
2003,1281913.53,1.156575887,886
2004,1348524.58,1.197178135,886
2005,1411127.61,1.233151431,886
2006,1504364.75,1.294535658,886
2007,1611199.13,1.365786853,886
2008,1793074.99,1.497886363,886
2009,1965820.03,1.619048654,886
2010,1950950.34,1.584869945,886
2011,2074344.89,1.662873483,886
1960,11180.68,3.952726791,930
1961,12365.12,4.377964877,930
1962,13120.53,4.626338041,930
1963,13461.56,4.718965523,930
1964,14231.63,4.964723099,930
1965,13732.92,4.772847809,930
1966,15111.71,5.231136458,930
1967,16413.49,5.655047288,930
1968,17821.62,6.112609971,930
1969,18514.68,6.313294461,930
1970,19413.1,6.564577902,930
1971,22497.05,7.518940192,930
1972,22053.34,7.261912179,930
1973,22860.08,7.407792738,930
1974,23303.79,7.427501195,930
1975,22053.34,6.914247464,930
1976,22295.36,6.885427958,930
1977,23567.81,7.180491439,930
1978,23571.48,7.080434952,930
1979,27388.82,8.118213561,930
1980,26255.72,7.693307548,930
1981,26039.37,7.541085143,930
1982,25547.99,7.329160881,930
1983,25709.34,7.323345582,930
1984,25529.65,7.22723581,930
1985,26725.1,7.553554723,930
1986,28525.59,8.058782831,930
1987,30197.75,8.530299088,930
1988,29842.05,8.465951139,930
1989,30018.06,8.549696683,930
1990,31242.84,8.891027651,930
1991,31422.52,8.89089803,930
1992,31022.82,8.71812007,930
1993,31275.84,8.74540281,930
1994,32669.3,9.099106057,930
1995,32959.0,9.132847914,930
1996,34909.84,9.597180489,930
1997,36424.31,9.913613438,930
1998,38565.84,10.387556374,930
1999,40138.98,10.690085134,930
2000,41235.42,10.836670018,930
